	txNomeParlamentar	ideCadastro	sgUF	sgPartido	txtDescricao	txtDescricaoEspecificacao	txtFornecedor	txtCNPJCPF	datEmissao	vlrLiquido	numMes	numAno	txtPassageiro	nuDeputadoId	ideDocumento	urlDocumento
29574	Vander Loubet	74376.0	MS	PT	SERVIÇOS POSTAIS		CORREIOS - SEDEX CONVENCIONAL	000.000.000/0000-7	2019-12-18 10:17:37	53.19	12	2019		1697	0	
29575	Vander Loubet	74376.0	MS	PT	SERVIÇOS POSTAIS		CORREIOS - SEDEX CONVENCIONAL COM AR	000.000.000/0000-7	2019-10-30 11:38:35	76.72	10	2019		1697	0	
29576	Vander Loubet	74376.0	MS	PT	SERVIÇOS POSTAIS		CORREIOS - SEDEX CONVENCIONAL COM AR	000.000.000/0000-7	2019-12-27 12:08:04	41.21	12	2019		1697	0	
29577	Vander Loubet	74376.0	MS	PT	SERVIÇOS POSTAIS		CORREIOS E TELEGRAFOS	015.102.130/0012-6	2019-02-13 00:00:00	69.7	2	2019		1697	6764995	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6764995.pdf
29578	Vander Loubet	74376.0	MS	PT	SERVIÇOS POSTAIS		CORREIOS E TELEGRAFOS	015.102.130/0012-6	2019-05-27 00:00:00	27.2	5	2019		1697	6855649	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6855649.pdf
29579	Vander Loubet	74376.0	MS	PT	SERVIÇOS POSTAIS		ECT	340.283.168/0839-9	2019-05-28 00:00:00	69.2	5	2019		1697	6852344	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6852344.pdf
29580	Vander Loubet	74376.0	MS	PT	SERVIÇOS POSTAIS		ECT	340.283.168/0839-9	2019-05-09 00:00:00	66.3	5	2019		1697	6825435	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6825435.pdf
29581	Vander Loubet	74376.0	MS	PT	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		parizotto & puerta ltda - me	203.269.700/0019-9	2019-04-23 00:00:00	39.0	4	2019		1697	6824426	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6824426.pdf
29582	Vander Loubet	74376.0	MS	PT	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		parizotto & puerta ltda - me	203.269.700/0019-9	2019-04-24 00:00:00	39.0	4	2019		1697	6824559	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6824559.pdf
29583	Vander Loubet	74376.0	MS	PT	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		restaurante e conveniencia eldorado ltda me	039.611.170/0012-0	2019-05-11 00:00:00	47.66	5	2019		1697	6827549	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6827549.pdf
29584	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		GOLIN & ALMEIDA LTDA	093.154.930/0012-3	2019-11-23 00:00:00	300.0	11	2019		1697	6980859	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6980859.pdf
29585	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		GOLIN & ALMEIDA LTDA	093.154.930/0012-3	2019-11-23 00:00:00	150.0	11	2019		1697	6980863	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6980863.pdf
29586	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		GONÇALVES AMARAL & CIA LTDA	036.665.830/0026-3	2019-04-17 00:00:00	209.0	4	2019		1697	6825394	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6825394.pdf
29587	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		GONÇALVES AMARAL & CIA LTDA	036.665.830/0026-3	2019-06-26 00:00:00	216.0	6	2019		1697	6879963	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6879963.pdf
29588	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		GONÇALVES AMARAL & CIA LTDA	036.665.830/0026-3	2019-10-09 00:00:00	100.0	10	2019		1697	6950008	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6950008.pdf
29589	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		GONÇALVES AMARAL & CIA LTDA	036.665.830/0026-3	2019-10-09 00:00:00	100.0	10	2019		1697	6950014	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6950014.pdf
29590	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		HOTEL BAHAMAS LTDA	015.122.010/0013-0	2019-09-27 00:00:00	207.0	9	2019		1697	6936943	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6936943.pdf
29591	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		HOTEL BAHAMAS LTDA	015.122.010/0013-0	2019-09-27 00:00:00	207.0	9	2019		1697	6936948	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6936948.pdf
29592	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		HOTEL BAHAMAS LTDA	015.122.010/0013-0	2019-09-27 00:00:00	207.0	9	2019		1697	6936946	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6936946.pdf
29593	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		HOTEL GOLD FISH	434.464.340/0632-5	2019-10-25 23:00:00	150.0	10	2019		1697	6958191	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6958191.pdf
29594	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		HOTEL GOLD FISH	434.464.340/0632-5	2019-10-25 23:00:00	320.25	10	2019		1697	6958186	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6958186.pdf
29595	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		HOTEL GOLD FISH	434.464.340/0632-5	2019-10-25 23:00:00	320.25	10	2019		1697	6957823	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6957823.pdf
29596	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		j.v.g hoteis ltda	203.777.440/0013-7	2019-02-16 00:00:00	479.0	2	2019		1697	6765983	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6765983.pdf
29597	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		POUSADA IMPERIAL LTDA	208.916.320/0010-8	2019-04-24 00:00:00	166.0	4	2019		1697	6817006	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6817006.pdf
29598	Vander Loubet	74376.0	MS	PT	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		POUSADA IMPERIAL LTDA	208.916.320/0010-8	2019-05-11 00:00:00	465.0	5	2019		1697	6827461	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6827461.pdf
29599	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		AUTO LOCADORA RALLY	087.144.300/0018-7	2019-11-06 23:00:00	3000.0	11	2019		1697	6964168	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6964168.pdf
29600	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		AUTO LOCADORA RALLY	087.144.300/0018-7	2019-12-13 00:00:00	3000.0	12	2019		1697	6987043	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6987043.pdf
29601	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		HVA CASTRO	237.887.440/0011-8	2019-03-25 00:00:00	3000.0	3	2019		1697	6803657	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6803657.pdf
29602	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		HVA CASTRO	237.887.440/0011-8	2019-09-12 00:00:00	3000.0	9	2019		1697	6924766	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6924766.pdf
29603	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		HVA CASTRO	237.887.440/0011-8	2019-10-14 00:00:00	4013.0	9	2019		1697	6949124	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6949124.pdf
29604	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-03-25 00:00:00	6000.0	3	2019		1697	6803612	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6803612.pdf
29605	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-05-14 00:00:00	3000.0	5	2019		1697	6840668	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6840668.pdf
29606	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-05-14 00:00:00	1250.0	5	2019		1697	6829605	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6829605.pdf
29607	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-05-14 00:00:00	5400.0	5	2019		1697	6829661	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6829661.pdf
29608	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-06-11 00:00:00	3000.0	6	2019		1697	6855633	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6855633.pdf
29609	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-06-11 00:00:00	1500.0	5	2019		1697	6859951	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6859951.pdf
29610	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-06-11 00:00:00	5700.0	6	2019		1697	6855667	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6855667.pdf
29611	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-07-10 00:00:00	3000.0	7	2019		1697	6879920	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6879920.pdf
29612	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-07-10 00:00:00	1250.0	7	2019		1697	6879954	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6879954.pdf
29613	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-07-10 00:00:00	5400.0	7	2019		1697	6879936	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6879936.pdf
29614	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-08-13 00:00:00	3000.0	8	2019		1697	6897561	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6897561.pdf
29615	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-08-13 00:00:00	1500.0	8	2019		1697	6897664	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6897664.pdf
29616	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-08-13 00:00:00	5400.0	8	2019		1697	6897624	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6897624.pdf
29617	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-08-16 00:00:00	290.0	8	2019		1697	6903253	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6903253.pdf
29618	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-09-12 00:00:00	1375.0	8	2019		1697	6924810	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6924810.pdf
29619	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-09-12 00:00:00	5700.0	9	2019		1697	6924786	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6924786.pdf
29620	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-10-14 00:00:00	2200.0	10	2019		1697	6949165	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6949165.pdf
29621	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-11-06 23:00:00	1625.0	11	2019		1697	6967183	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6967183.pdf
29622	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-11-06 23:00:00	6600.0	10	2019		1697	6964216	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6964216.pdf
29623	Vander Loubet	74376.0	MS	PT	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		hva castro - me	237.887.440/0011-8	2019-12-16 00:00:00	3690.12	12	2019		1697	6995116	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2020/6995116.pdf
29624	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONC. ROD. INTEGRADAS DO OESTE S/A	034.977.920/0014-0	2019-07-04 00:00:00	9.1	7	2019		1697	6892413	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6892413.pdf
29625	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONC. ROD. INTEGRADAS DO OESTE S/A	034.977.920/0014-0	2019-07-05 00:00:00	9.1	7	2019		1697	6892427	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6892427.pdf
29626	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONC. ROD. INTEGRADAS DO OESTE S/A	034.977.920/0014-0	2019-07-05 00:00:00	13.5	7	2019		1697	6892424	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6892424.pdf
29627	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONC. ROD. INTEGRADAS DO OESTE S/A	034.977.920/0014-0	2019-07-04 00:00:00	13.5	7	2019		1697	6892421	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6892421.pdf
29628	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONC. ROD. INTEGRADAS DO OESTE S/A	034.977.920/0014-0	2019-07-05 00:00:00	13.5	7	2019		1697	6892423	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6892423.pdf
29629	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONC. ROD. INTEGRADAS DO OESTE S/A	034.977.920/0014-0	2019-07-04 00:00:00	13.5	7	2019		1697	6892417	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6892417.pdf
29630	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONC. RODOVIA DO OESTE DE SÃO PAULO S/A	024.154.080/0015-0	2019-07-05 00:00:00	4.4	7	2019		1697	6892435	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6892435.pdf
29631	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONC. RODOVIA DO OESTE DE SÃO PAULO S/A	024.154.080/0015-0	2019-07-04 00:00:00	4.4	7	2019		1697	6892433	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6892433.pdf
29632	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONC. RODOVIA DO OESTE DE SÃO PAULO S/A	024.154.080/0015-0	2019-07-04 00:00:00	11.8	7	2019		1697	6892430	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6892430.pdf
29633	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONC. RODOVIA DO OESTE DE SÃO PAULO S/A	024.154.080/0015-0	2019-07-07 00:00:00	8.8	7	2019		1697	6891210	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6891210.pdf
29634	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.	185.722.250/0018-8	2019-05-09 00:00:00	4.6	5	2019		1697	6829056	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6829056.pdf
29635	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.	185.722.250/0018-8	2019-05-09 00:00:00	3.3	5	2019		1697	6829048	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6829048.pdf
29636	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-04-05 00:00:00	7.0	4	2019		1697	6825296	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6825296.pdf
29637	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-04-01 00:00:00	7.0	4	2019		1697	6824534	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6824534.pdf
29638	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-04-17 00:00:00	7.0	4	2019		1697	6825413	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6825413.pdf
29639	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-04-24 00:00:00	7.0	4	2019		1697	6824071	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6824071.pdf
29640	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-04-17 00:00:00	7.8	4	2019		1697	6825410	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6825410.pdf
29641	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-06-21 00:00:00	7.8	6	2019		1697	6917074	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6917074.pdf
29642	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-08-02 00:00:00	7.8	8	2019		1697	6917081	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6917081.pdf
29643	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-06-04 00:00:00	7.8	6	2019		1697	6855543	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6855543.pdf
29644	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-06-07 00:00:00	7.8	6	2019		1697	6891151	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6891151.pdf
29645	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-09-23 00:00:00	7.8	9	2019		1697	6936967	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6936967.pdf
29646	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-08-02 00:00:00	7.0	8	2019		1697	6917077	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6917077.pdf
29647	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-11-29 00:00:00	7.8	11	2019		1697	6980521	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6980521.pdf
29648	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-05-11 00:00:00	5.1	5	2019		1697	6829016	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6829016.pdf
29649	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-05-30 00:00:00	6.1	5	2019		1697	6855547	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6855547.pdf
29650	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-09-18 00:00:00	7.0	9	2019		1697	6926440	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6926440.pdf
29651	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-06-21 00:00:00	7.1	6	2019		1697	6917071	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6917071.pdf
29652	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-08-02 00:00:00	7.1	8	2019		1697	6917059	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6917059.pdf
29653	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-06-04 00:00:00	7.1	6	2019		1697	6855586	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6855586.pdf
29654	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-04-23 00:00:00	5.1	4	2019		1697	6824546	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6824546.pdf
29655	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-05-10 00:00:00	5.1	5	2019		1697	6829023	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6829023.pdf
29656	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-04-16 00:00:00	7.0	4	2019		1697	6825493	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6825493.pdf
29657	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-04-05 00:00:00	7.0	4	2019		1697	6824513	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6824513.pdf
29658	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-04-05 00:00:00	7.1	4	2019		1697	6824079	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6824079.pdf
29659	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-04-05 00:00:00	7.8	4	2019		1697	6825304	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6825304.pdf
29660	Vander Loubet	74376.0	MS	PT	SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO		CONCESS. RODOVIA SUL MATOGROSSENSE S.A	196.423.060/0017-0	2019-11-30 00:00:00	3.9	11	2019		1697	6980212	https://www.camara.leg.br/cota-parlamentar/documentos/publ/1697/2019/6980212.pdf
